 serial number,character,ferquency(pre million)
11618,緺,0.00158 
11619,爟,0.00158 
11620,椝,0.00158 
11621,氿,0.00158 
11622,垝,0.00158 
11623,溎,0.00158 
11624,鱖,0.00158 
11625,鮌,0.00158 
11626,圀,0.00158 
11627,褁,0.00158 
11628,駴,0.00158 
11629,凾,0.00158 
11630,暵,0.00158 
11631,獆,0.00158 
11632,皜,0.00158 
11633,頜,0.00158 
11634,覈,0.00158 
11635,寉,0.00158 
11636,脝,0.00158 
11637,谾,0.00158 
11638,耾,0.00158 
11639,虖,0.00158 
11640,芐,0.00158 
11641,撶,0.00158 
11642,觟,0.00158 
11643,樺,0.00158 
11644,寏,0.00158 
11645,綄,0.00158 
11646,貆,0.00158 
11647,豲,0.00158 
11648,渙,0.00158 
11649,煥,0.00158 
11650,瘓,0.00158 
11651,瑝,0.00158 
11652,晄,0.00158 
11653,烣,0.00158 
11654,賄,0.00158 
11655,誨,0.00158 
11656,暳,0.00158 
11657,獩,0.00158 
11658,謋,0.00158 
11659,夻,0.00158 
11660,筓,0.00158 
11661,觭,0.00158 
11662,韲,0.00158 
11663,鶏,0.00158 
11664,齏,0.00158 
11665,彐,0.00158 
11666,継,0.00158 
11667,暩,0.00158 
11668,薊,0.00158 
11669,鵋,0.00158 
11670,齌,0.00158 
11671,癠,0.00158 
11672,裌,0.00158 
11673,莢,0.00158 
11674,賈,0.00158 
11675,麉,0.00158 
11676,瑐,0.00158 
11677,剣,0.00158 
11678,瞯,0.00158 
11679,摪,0.00158 
11680,螀,0.00158 
11681,醤,0.00158 
11682,勦,0.00158 
11683,撹,0.00158 
11684,呌,0.00158 
11685,皭,0.00158 
11686,椄,0.00158 
11687,刼,0.00158 
11688,衱,0.00158 
11689,迼,0.00158 
11690,訐,0.00158 
11691,吤,0.00158 
11692,浕,0.00158 
11693,賮,0.00158 
11694,秔,0.00158 
11695,鶄,0.00158 
11696,麖,0.00158 
11697,鼱,0.00158 
11698,妌,0.00158 
11699,脛,0.00158 
11700,絅,0.00158 
11701,鳩,0.00158 
11702,倃,0.00158 
11703,廐,0.00158 
11704,洰,0.00158 
11705,埧,0.00158 
11706,焣,0.00158 
11707,裐,0.00158 
11708,鋗,0.00158 
11709,砄,0.00158 
11710,鐍,0.00158 
11711,钁,0.00158 
11712,箘,0.00158 
11713,鉲,0.00158 
11714,闓,0.00158 
11715,忼,0.00158 
11716,匼,0.00158 
11717,桍,0.00158 
11718,洭,0.00158 
11719,蘷,0.00158 
11720,躨,0.00158 
11721,噋,0.00158 
11722,鬎,0.00158 
11723,攬,0.00158 
11724,崀,0.00158 
11725,唥,0.00158 
11726,労,0.00158 
11727,髝,0.00158 
11728,韷,0.00158 
11729,傫,0.00158 
11730,礨,0.00158 
11731,倰,0.00158 
11732,謧,0.00158 
11733,鯉,0.00158 
11734,涖,0.00158 
11735,凓,0.00158 
11736,棙,0.00158 
11737,癘,0.00158 
11738,禲,0.00158 
11739,溓,0.00158 
11740,燫,0.00158 
11741,瑓,0.00158 
11742,纞,0.00158 
11743,嵺,0.00158 
11744,嶛,0.00158 
11745,撛,0.00158 
11746,澟,0.00158 
11747,昤,0.00158 
11748,掕,0.00158 
11749,祾,0.00158 
11750,軨,0.00158 
11751,癅,0.00158 
11752,蕯,0.00158 
11753,聾,0.00158 
11754,婁,0.00158 
11755,溇,0.00158 
11756,瓐,0.00158 
11757,臚,0.00158 
11758,纑,0.00158 
11759,稑,0.00158 
11760,賂,0.00158 
11761,輅,0.00158 
11762,簶,0.00158 
11763,馿,0.00158 
11764,氀,0.00158 
11765,灤,0.00158 
11766,癵,0.00158 
11767,埨,0.00158 
11768,禡,0.00158 
11769,慲,0.00158 
11770,澫,0.00158 
11771,笀,0.00158 
11772,蛖,0.00158 
11773,枆,0.00158 
11774,錨,0.00158 
11775,鄮,0.00158 
11776,甿,0.00158 
11777,溕,0.00158 
11778,夣,0.00158 
11779,沕,0.00158 
11780,覔,0.00158 
11781,謐,0.00158 
11782,簚,0.00158 
11783,敃,0.00158 
11784,僶,0.00158 
11785,帞,0.00158 
11786,眜,0.00158 
11787,粖,0.00158 
11788,纆,0.00158 
11789,鉾,0.00158 
11790,袦,0.00158 
11791,抩,0.00158 
11792,嚢,0.00158 
11793,訥,0.00158 
11794,鯢,0.00158 
11795,柅,0.00158 
11796,愵,0.00158 
11797,秥,0.00158 
11798,醸,0.00158 
11799,聶,0.00158 
11800,糱,0.00158 
11801,寕,0.00158 
11802,擰,0.00158 
11803,濘,0.00158 
11804,沑,0.00158 
11805,膿,0.00158 
11806,醲,0.00158 
11807,癑,0.00158 
11808,獳,0.00158 
11809,儺,0.00158 
11810,縏,0.00158 
11811,鋬,0.00158 
11812,礮,0.00158 
11813,匉,0.00158 
11814,弸,0.00158 
11815,掽,0.00158 
11816,磇,0.00158 
11817,駓,0.00158 
11818,礔,0.00158 
11819,膍,0.00158 
11820,篺,0.00158 
11821,羆,0.00158 
11822,媥,0.00158 
11823,腁,0.00158 
11824,縹,0.00158 
11825,飃,0.00158 
11826,皫,0.00158 
11827,甹,0.00158 
11828,荓,0.00158 
11829,塀,0.00158 
11830,缾,0.00158 
11831,岥,0.00158 
11832,砶,0.00158 
11833,圤,0.00158 
11834,蒱,0.00158 
11835,錡,0.00158 
11836,鲯,0.00158 
11837,鬐,0.00158 
11838,騹,0.00158 
11839,裿,0.00158 
11840,栔,0.00158 
11841,摖,0.00158 
11842,鉛,0.00158 
11843,慳,0.00158 
11844,鵮,0.00158 
11845,忴,0.00158 
11846,傔,0.00158 
11847,棈,0.00158 
11848,漒,0.00158 
11849,薔,0.00158 
11850,繦,0.00158 
11851,鍬,0.00158 
11852,趬,0.00158 
11853,僑,0.00158 
11854,蕎,0.00158 
11855,陗,0.00158 
11856,綅,0.00158 
11857,儬,0.00158 
11858,笻,0.00158 
11859,璚,0.00158 
11860,阹,0.00158 
11861,粬,0.00158 
11862,誳,0.00158 
11863,髷,0.00158 
11864,胊,0.00158 
11865,覻,0.00158 
11866,婘,0.00158 
11867,毃,0.00158 
11868,纕,0.00158 
11869,懹,0.00158 
11870,讱,0.00158 
11871,扨,0.00158 
11872,軔,0.00158 
11873,鶔,0.00158 
11874,韖,0.00158 
11875,蕠,0.00158 
11876,燸,0.00158 
11877,扖,0.00158 
11878,緛,0.00158 
11879,瓀,0.00158 
11880,溞,0.00158 
11881,鳋,0.00158 
11882,髞,0.00158 
11883,琗,0.00158 
11884,嗇,0.00158 
11885,箑,0.00158 
11886,篩,0.00158 
11887,繕,0.00158 
11888,慯,0.00158 
11889,丄,0.00158 
11890,弰,0.00158 
11891,慴,0.00158 
11892,蠂,0.00158 
11893,柛,0.00158 
11894,駪,0.00158 
11895,邥,0.00158 
11896,宷,0.00158 
11897,剰,0.00158 
11898,琞,0.00158 
11899,鲺,0.00158 
11900,鼫,0.00158 
11901,揓,0.00158 
11902,獣,0.00158 
11903,杸,0.00158 
11904,尗,0.00158 
11905,鏣,0.00158 
11906,閂,0.00158 
11907,艭,0.00158 
11908,鉰,0.00158 
11909,餸,0.00158 
11910,蓃,0.00158 
11911,樕,0.00158 
11912,蹜,0.00158 
11913,夊,0.00158 
11914,嵗,0.00158 
11915,檖,0.00158 
11916,璲,0.00158 
11917,巺,0.00158 
11918,惢,0.00158 
11919,搨,0.00158 
11920,毾,0.00158 
11921,檯,0.00158 
11922,罎,0.00158 
11923,煻,0.00158 
11924,偒,0.00158 
11925,儻,0.00158 
11926,縧,0.00158 
11927,鞉,0.00158 
11928,貣,0.00158 
11929,漛,0.00158 
11930,蹏,0.00158 
11931,倎,0.00158 
11932,鲖,0.00158 
11933,偸,0.00158 
11934,媮,0.00158 
11935,鍮,0.00158 
11936,鷵,0.00158 
11937,摶,0.00158 
11938,漙,0.00158 
11939,湪,0.00158 
11940,隤,0.00158 
11941,旽,0.00158 
11942,朜,0.00158 
11943,芚,0.00158 
11944,豘,0.00158 
11945,咃,0.00158 
11946,駞,0.00158 
11947,鼃,0.00158 
11948,邷,0.00158 
11949,顡,0.00158 
11950,抏,0.00158 
11951,唍,0.00158 
11952,盌,0.00158 
11953,翫,0.00158 
11954,錽,0.00158 
11955,兦,0.00158 
11956,忹,0.00158 
11957,覣,0.00158 
11958,椲,0.00158 
11959,緯,0.00158 
11960,鮪,0.00158 
11961,衞,0.00158 
11962,褽,0.00158 
11963,輼,0.00158 
11964,忟,0.00158 
11965,穏,0.00158 
11966,郚,0.00158 
11967,莁,0.00158 
11968,瑦,0.00158 
11969,嵍,0.00158 
11970,悕,0.00158 
11971,渓,0.00158 
11972,翖,0.00158 
11973,徯,0.00158 
11974,誒,0.00158 
11975,豀,0.00158 
11976,雟,0.00158 
11977,觿,0.00158 
11978,赩,0.00158 
11979,谺,0.00158 
11980,颬,0.00158 
11981,廈,0.00158 
11982,枮,0.00158 
11983,衘,0.00158 
11984,諴,0.00158 
11985,尟,0.00158 
11986,憲,0.00158 
11987,錎,0.00158 
11988,鼸,0.00158 
11989,郷,0.00158 
11990,啌,0.00158 
11991,餉,0.00158 
11992,龤,0.00158 
11993,禼,0.00158 
11994,屧,0.00158 
11995,薢,0.00158 
11996,躠,0.00158 
11997,噺,0.00158 
11998,娙,0.00158 
11999,詾,0.00158 
12000,诇,0.00158 
12001,旴,0.00158 
12002,盨,0.00158 
12003,侐,0.00158 
12004,翧,0.00158 
12005,癬,0.00158 
12006,铔,0.00158 
12007,蕥,0.00158 
12008,襾,0.00158 
12009,婭,0.00158 
12010,嵒,0.00158 
12011,黤,0.00158 
12012,曕,0.00158 
12013,崵,0.00158 
12014,煬,0.00158 
12015,鸉,0.00158 
12016,猺,0.00158 
12017,仸,0.00158 
12018,苭,0.00158 
12019,鎁,0.00158 
12020,擪,0.00158 
12021,郼,0.00158 
12022,毉,0.00158 
12023,乁,0.00158 
12024,誃,0.00158 
12025,鏔,0.00158 
12026,迆,0.00158 
12027,苢,0.00158 
12028,旑,0.00158 
12029,兿,0.00158 
12030,熤,0.00158 
12031,繹,0.00158 
12032,醷,0.00158 
12033,韾,0.00158 
12034,訔,0.00158 
12035,龂,0.00158 
12036,蟫,0.00158 
12037,鷣,0.00158 
12038,螾,0.00158 
12039,媖,0.00158 
12040,嚶,0.00158 
12041,攖,0.00158 
12042,鶯,0.00158 
12043,鸚,0.00158 
12044,溋,0.00158 
12045,癰,0.00158 
12046,傛,0.00158 
12047,禜,0.00158 
12048,鲉,0.00158 
12049,牗,0.00158 
12050,邘,0.00158 
12051,歟,0.00158 
12052,敔,0.00158 
12053,魊,0.00158 
12054,渕,0.00158 
12055,獂,0.00158 
12056,蚎,0.00158 
12057,呍,0.00158 
12058,抣,0.00158 
12059,磒,0.00158 
12060,枟,0.00158 
12061,桚,0.00158 
12062,鉔,0.00158 
12063,鐕,0.00158 
12064,偺,0.00158 
12065,崱,0.00158 
12066,苲,0.00158 
12067,嶄,0.00158 
12068,粻,0.00158 
12069,佋,0.00158 
12070,桭,0.00158 
12071,鉁,0.00158 
12072,癥,0.00158 
12073,汦,0.00158 
12074,淽,0.00158 
12075,阤,0.00158 
12076,柣,0.00158 
12077,猘,0.00158 
12078,跱,0.00158 
12079,籦,0.00158 
12080,煄,0.00158 
12081,鸼,0.00158 
12082,軸,0.00158 
12083,縐,0.00158 
12084,泏,0.00158 
12085,秼,0.00158 
12086,膞,0.00158 
12087,転,0.00158 
12088,膇,0.00158 
12089,諄,0.00158 
12090,斮,0.00158 
12091,斀,0.00158 
12092,灂,0.00158 
12093,貲,0.00158 
12094,稯,0.00158 
12095,鬉,0.00158 
12096,鏓,0.00158 
12097,爼,0.00158 
12098,鑚,0.00158 
12099,嗺,0.00158 
12100,蟕,0.00158 
12101,酔,0.00158 
12102,噂,0.00158 
12103,溰,0.00105 
12104,昹,0.00105 
12105,硋,0.00105 
12106,鴱,0.00105 
12107,鑀,0.00105 
12108,靉,0.00105 
12109,鞌,0.00105 
12110,鮟,0.00105 
12111,岇,0.00105 
12112,軪,0.00105 
12113,镺,0.00105 
12114,釟,0.00105 
12115,瓪,0.00105 
12116,湴,0.00105 
12117,靽,0.00105 
12118,垹,0.00105 
12119,謗,0.00105 
12120,寳,0.00105 
12121,鑤,0.00105 
12122,犕,0.00105 
12123,誖,0.00105 
12124,骳,0.00105 
12125,賁,0.00105 
12126,伻,0.00105 
12127,祊,0.00105 
12128,埲,0.00105 
12129,塴,0.00105 
12130,鵖,0.00105 
12131,坒,0.00105 
12132,煏,0.00105 
12133,蓽,0.00105 
12134,飶,0.00105 
12135,罼,0.00105 
12136,襅,0.00105 
12137,廦,0.00105 
12138,篳,0.00105 
12139,躃,0.00105 
12140,魓,0.00105 
12141,覍,0.00105 
12142,閞,0.00105 
12143,頨,0.00105 
12144,骉,0.00105 
12145,臕,0.00105 
12146,飈,0.00105 
12147,汃,0.00105 
12148,鬂,0.00105 
12149,殯,0.00105 
12150,栟,0.00105 
12151,苪,0.00105 
12152,竝,0.00105 
12153,盋,0.00105 
12154,碆,0.00105 
12155,郣,0.00105 
12156,瓟,0.00105 
12157,猼,0.00105 
12158,豰,0.00105 
12159,簙,0.00105 
12160,鎛,0.00105 
12161,譒,0.00105 
12162,峬,0.00105 
12163,郶,0.00105 
12164,喰,0.00105 
12165,傪,0.00105 
12166,慙,0.00105 
12167,蠺,0.00105 
12168,濸,0.00105 
12169,鶬,0.00105 
12170,敇,0.00105 
12171,揷,0.00105 
12172,鑔,0.00105 
12173,紁,0.00105 
12174,詫,0.00105 
12175,喍,0.00105 
12176,袃,0.00105 
12177,幨,0.00105 
12178,儃,0.00105 
12179,幝,0.00105 
12180,譂,0.00105 
12181,锠,0.00105 
12182,鼚,0.00105 
12183,鱨,0.00105 
12184,鄛,0.00105 
12185,窲,0.00105 
12186,鼂,0.00105 
12187,麨,0.00105 
12188,瞮,0.00105 
12189,浾,0.00105 
12190,頳,0.00105 
12191,窚,0.00105 
12192,碀,0.00105 
12193,騁,0.00105 
12194,粚,0.00105 
12195,泜,0.00105 
12196,遅,0.00105 
12197,叺,0.00105 
12198,徸,0.00105 
12199,隀,0.00105 
12200,皗,0.00105 
12201,酧,0.00105 
12202,薵,0.00105 
12203,讐,0.00105 
12204,蒭,0.00105 
12205,幮,0.00105 
12206,櫥,0.00105 
12207,埱,0.00105 
12208,歜,0.00105 
12209,篅,0.00105 
12210,鶨,0.00105 
12211,牕,0.00105 
12212,埀,0.00105 
12213,鶞,0.00105 
12214,犉,0.00105 
12215,蓴,0.00105 
12216,辵,0.00105 
12217,娕,0.00105 
12218,鷀,0.00105 
12219,蛓,0.00105 
12220,螆,0.00105 
12221,囪,0.00105 
12222,茐,0.00105 
12223,楤,0.00105 
12224,暰,0.00105 
12225,聦,0.00105 
12226,孮,0.00105 
12227,輳,0.00105 
12228,觕,0.00105 
12229,憱,0.00105 
12230,簒,0.00105 
12231,鏙,0.00105 
12232,趡,0.00105 
12233,膬,0.00105 
12234,顇,0.00105 
12235,墫,0.00105 
12236,澊,0.00105 
12237,刌,0.00105 
12238,籿,0.00105 
12239,鹺,0.00105 
12240,銼,0.00105 
12241,剳,0.00105 
12242,龘,0.00105 
12243,紿,0.00105 
12244,貸,0.00105 
12245,靆,0.00105 
12246,妉,0.00105 
12247,単,0.00105 
12248,勯,0.00105 
12249,憺,0.00105 
12250,簹,0.00105 
12251,趤,0.00105 
12252,璗,0.00105 
12253,蘯,0.00105 
12254,舠,0.00105 
12255,禱,0.00105 
12256,瓙,0.00105 
12257,悳,0.00105 
12258,嬁,0.00105 
12259,鍉,0.00105 
12260,嚁,0.00105 
12261,詆,0.00105 
12262,杕,0.00105 
12263,逓,0.00105 
12264,祶,0.00105 
12265,蔕,0.00105 
12266,蝃,0.00105 
12267,遰,0.00105 
12268,甋,0.00105 
12269,齻,0.00105 
12270,婰,0.00105 
12271,鳭,0.00105 
12272,藋,0.00105 
12273,眣,0.00105 
12274,耊,0.00105 
12275,惵,0.00105 
12276,臷,0.00105 
12277,諜,0.00105 
12278,铥,0.00105 
12279,昸,0.00105 
12280,埬,0.00105 
12281,挏,0.00105 
12282,湩,0.00105 
12283,詷,0.00105 
12284,剢,0.00105 
12285,匵,0.00105 
12286,贕,0.00105 
12287,痽,0.00105 
12288,譵,0.00105 
12289,橔,0.00105 
12290,躉,0.00105 
12291,潡,0.00105 
12292,挆,0.00105 
12293,刴,0.00105 
12294,墯,0.00105 
12295,鵽,0.00105 
12296,娿,0.00105 
12297,涐,0.00105 
12298,搹,0.00105 
12299,僫,0.00105 
12300,蝁,0.00105 
12301,閼,0.00105 
12302,貳,0.00105 
12303,茷,0.00105 
12304,藅,0.00105 
12305,橎,0.00105 
12306,仮,0.00105 
12307,辺,0.00105 
12308,奿,0.00105 
12309,瓬,0.00105 
12310,鶭,0.00105 
12311,帉,0.00105 
12312,鳻,0.00105 
12313,燓,0.00105 
12314,膹,0.00105 
12315,盽,0.00105 
12316,桻,0.00105 
12317,猦,0.00105 
12318,馮,0.00105 
12319,湗,0.00105 
12320,垺,0.00105 
12321,鴀,0.00105 
12322,妋,0.00105 
12323,胕,0.00105 
12324,鳺,0.00105 
12325,糐,0.00105 
12326,玸,0.00105 
12327,虙,0.00105 
12328,綍,0.00105 
12329,鴔,0.00105 
12330,鶝,0.00105 
12331,弣,0.00105 
12332,釡,0.00105 
12333,焤,0.00105 
12334,訃,0.00105 
12335,蚹,0.00105 
12336,萯,0.00105 
12337,蕧,0.00105 
12338,荄,0.00105 
12339,摡,0.00105 
12340,槪,0.00105 
12341,瓂,0.00105 
12342,粓,0.00105 
12343,簳,0.00105 
12344,紺,0.00105 
12345,堽,0.00105 
12346,鷎,0.00105 
12347,菒,0.00105 
12348,稾,0.00105 
12349,祰,0.00105 
12350,鴐,0.00105 
12351,滆,0.00105 
12352,鮯,0.00105 
12353,轕,0.00105 
12354,縆,0.00105 
12355,喼,0.00105 
12356,愩,0.00105 
12357,鞏,0.00105 
12358,撀,0.00105 
12359,箛,0.00105 
12360,轂,0.00105 
12361,鶻,0.00105 
12362,薣,0.00105 
12363,鵠,0.00105 
12364,怘,0.00105 
12365,啩,0.00105 
12366,炚,0.00105 
12367,硄,0.00105 
12368,瞡,0.00105 
12369,鮭,0.00105 
12370,鬶,0.00105 
12371,佹,0.00105 
12372,恑,0.00105 
12373,觤,0.00105 
12374,攰,0.00105 
12375,撌,0.00105 
12376,簂,0.00105 
12377,襘,0.00105 
12378,緄,0.00105 
12379,謴,0.00105 
12380,鈛,0.00105 
12381,摑,0.00105 
12382,頇,0.00105 
12383,譀,0.00105 
12384,鶾,0.00105 
12385,椃,0.00105 
12386,恏,0.00105 
12387,欱,0.00105 
12388,鉌,0.00105 
12389,閡,0.00105 
12390,爀,0.00105 
12391,胻,0.00105 
12392,渹,0.00105 
12393,妅,0.00105 
12394,谹,0.00105 
12395,葓,0.00105 
12396,晎,0.00105 
12397,銾,0.00105 
12398,翭,0.00105 
12399,轷,0.00105 
12400,雽,0.00105 
12401,歑,0.00105 
12402,瀫,0.00105 
12403,鶦,0.00105 
12404,滸,0.00105 
12405,箎,0.00105 
12406,枑,0.00105 
12407,嫭,0.00105 
12408,芲,0.00105 
12409,婲,0.00105 
12410,蘤,0.00105 
12411,畵,0.00105 
12412,褢,0.00105 
12413,褱,0.00105 
12414,闤,0.00105 
12415,鐶,0.00105 
12416,媓,0.00105 
12417,廽,0.00105 
12418,螝,0.00105 
12419,阓,0.00105 
12420,彚,0.00105 
12421,璯,0.00105 
12422,翽,0.00105 
12423,譮,0.00105 
12424,涽,0.00105 
12425,惽,0.00105 
12426,棔,0.00105 
12427,鼲,0.00105 
12428,掍,0.00105 
12429,眓,0.00105 
12430,掝,0.00105 
12431,雘,0.00105 
12432,瀖,0.00105 
12433,矐,0.00105 
12434,嗘,0.00105 
12435,磯,0.00105 
12436,賷,0.00105 
12437,饑,0.00105 
12438,羇,0.00105 
12439,鸄,0.00105 
12440,卽,0.00105 
12441,塉,0.00105 
12442,檝,0.00105 
12443,濈,0.00105 
12444,鶺,0.00105 
12445,妀,0.00105 
12446,惎,0.00105 
12447,兾,0.00105 
12448,痵,0.00105 
12449,誋,0.00105 
12450,鯽,0.00105 
12451,鰶,0.00105 
12452,抸,0.00105 
12453,餄,0.00105 
12454,鴶,0.00105 
12455,斚,0.00105 
12456,幏,0.00105 
12457,熞,0.00105 
12458,蕑,0.00105 
12459,熸,0.00105 
12460,覸,0.00105 
12461,戩,0.00105 
12462,儉,0.00105 
12463,鰎,0.00105 
12464,徤,0.00105 
12465,臶,0.00105 
12466,跈,0.00105 
12467,榗,0.00105 
12468,趝,0.00105 
12469,諫,0.00105 
12470,檻,0.00105 
12471,鑒,0.00105 
12472,鑬,0.00105 
12473,勥,0.00105 
12474,奬,0.00105 
12475,夅,0.00105 
12476,弶,0.00105 
12477,嘄,0.00105 
12478,轇,0.00105 
12479,湬,0.00105 
12480,餃,0.00105 
12481,儌,0.00105 
12482,矯,0.00105 
12483,鱎,0.00105 
12484,窌,0.00105 
12485,敎,0.00105 
12486,潐,0.00105 
12487,釂,0.00105 
12488,脻,0.00105 
12489,昅,0.00105 
12490,蛣,0.00105 
12491,楬,0.00105 
12492,擳,0.00105 
12493,伒,0.00105 
12494,煡,0.00105 
12495,墐,0.00105 
12496,濅,0.00105 
12497,壗,0.00105 
12498,贐,0.00105 
12499,巠,0.00105 
12500,鵛,0.00105 
12501,鯨,0.00105 
12502,丼,0.00105 
12503,憼,0.00105 
12504,俓,0.00105 
12505,逈,0.00105 
12506,浻,0.00105 
12507,揫,0.00105 
12508,麔,0.00105 
12509,欍,0.00105 
12510,泃,0.00105 
12511,梮,0.00105 
12512,艍,0.00105 
12513,鮈,0.00105 
12514,椈,0.00105 
12515,毱,0.00105 
12516,蹫,0.00105 
12517,鵴,0.00105 
12518,鼰,0.00105 
12519,弆,0.00105 
12520,齟,0.00105 
12521,怇,0.00105 
12522,窶,0.00105 
12523,弮,0.00105 
12524,勌,0.00105 
12525,慻,0.00105 
12526,撧,0.00105 
12527,泬,0.00105 
12528,焆,0.00105 
12529,瘚,0.00105 
12530,蕝,0.00105 
12531,鴃,0.00105 
12532,蟨,0.00105 
12533,觼,0.00105 
12534,鷢,0.00105 
12535,汮,0.00105 
12536,愷,0.00105 
12537,鍇,0.00105 
12538,栞,0.00105 
12539,龕,0.00105 
12540,冚,0.00105 
12541,堿,0.00105 
12542,欿,0.00105 
12543,顑,0.00105 
12544,砊,0.00105 
12545,穅,0.00105 
12546,匟,0.00105 
12547,囥,0.00105 
12548,銬,0.00105 
12549,钶,0.00105 
12550,醘,0.00105 
12551,褃,0.00105 
12552,硜,0.00105 
12553,宼,0.00105 
12554,簆,0.00105 
12555,跍,0.00105 
12556,俈,0.00105 
12557,晇,0.00105 
12558,旝,0.00105 
12559,窽,0.00105 
12560,抂,0.00105 
12561,匱,0.00105 
12562,謉,0.00105 
12563,菎,0.00105 
12564,鯤,0.00105 
12565,稛,0.00105 
12566,筈,0.00105 
12567,髺,0.00105 
12568,鞟,0.00105 
12569,鞹,0.00105 
12570,攋,0.00105 
12571,櫴,0.00105 
12572,鑞,0.00105 
12573,徠,0.00105 
12574,猍,0.00105 
12575,騋,0.00105 
12576,鶆,0.00105 
12577,厱,0.00105 
12578,懢,0.00105 
12579,幱,0.00105 
12580,囒,0.00105 
12581,窂,0.00105 
12582,哰,0.00105 
12583,铹,0.00105 
12584,朥,0.00105 
12585,恅,0.00105 
12586,砳,0.00105 
12587,餎,0.00105 
12588,虆,0.00105 
12589,絫,0.00105 
12590,癗,0.00105 
12591,颣,0.00105 
12592,纇,0.00105 
12593,艃,0.00105 
12594,樆,0.00105 
12595,穲,0.00105 
12596,鱧,0.00105 
12597,屴,0.00105 
12598,茘,0.00105 
12599,悧,0.00105 
12600,厤,0.00105 
12601,歴,0.00105 
12602,綟,0.00105 
12603,濿,0.00105 
12604,曞,0.00105 
12605,盭,0.00105 
12606,鷅,0.00105 
12607,轣,0.00105 
12608,靋,0.00105 
12609,嫾,0.00105 
12610,亷,0.00105 
12611,籨,0.00105 
12612,稴,0.00105 
12613,澰,0.00105 
12614,錬,0.00105 
12615,瀲,0.00105 
12616,簗,0.00105 
12617,緉,0.00105 
12618,膋,0.00105 
12619,璙,0.00105 
12620,挘,0.00105 
12621,姴,0.00105 
12622,烮,0.00105 
12623,惏,0.00105 
12624,麐,0.00105 
12625,橉,0.00105 
12626,朎,0.00105 
12627,秢,0.00105 
12628,魿,0.00105 
12629,霝,0.00105 
12630,齢,0.00105 
12631,櫺,0.00105 
12632,疁,0.00105 
12633,瀏,0.00105 
12634,鶹,0.00105 
12635,栁,0.00105 
12636,槞,0.00105 
12637,蘢,0.00105 
12638,壟,0.00105 
12639,攏,0.00105 
12640,竉,0.00105 
12641,謱,0.00105 
12642,鈩,0.00105 
12643,艫,0.00105 
12644,鸕,0.00105 
12645,穋,0.00105 
12646,濾,0.00105 
12647,鏕,0.00105 
12648,鯥,0.00105 
12649,鵱,0.00105 
12650,鷜,0.00105 
12651,屢,0.00105 
12652,垏,0.00105 
12653,鑢,0.00105 
12654,奱,0.00105 
12655,鸞,0.00105 
12656,擽,0.00105 
12657,掄,0.00105 
12658,鑼,0.00105 
12659,臝,0.00105 
12660,溤,0.00105 
12661,売,0.00105 
12662,顢,0.00105 
12663,饅,0.00105 
12664,蟎,0.00105 
12665,娏,0.00105 
12666,堥,0.00105 
12667,夘,0.00105 
12668,鉚,0.00105 
12669,皃,0.00105 
12670,冐,0.00105 
12671,腜,0.00105 
12672,挴,0.00105 
12673,痗,0.00105 
12674,穈,0.00105 
12675,庬,0.00105 
12676,霿,0.00105 
12677,鸍,0.00105 
12678,洣,0.00105 
12679,冪,0.00105 
12680,幦,0.00105 
12681,媔,0.00105 
12682,喕,0.00105 
12683,葂,0.00105 
12684,鮸,0.00105 
12685,麫,0.00105 
12686,媌,0.00105 
12687,衊,0.00105 
12688,怋,0.00105 
12689,錉,0.00105 
12690,閩,0.00105 
12691,詺,0.00105 
12692,謬,0.00105 
12693,帓,0.00105 
12694,眿,0.00105 
12695,嗼,0.00105 
12696,恈,0.00105 
12697,鴾,0.00105 
12698,牳,0.00105 
12699,誽,0.00105 
12700,妠,0.00105 
12701,鈉,0.00105 
12702,腉,0.00105 
12703,枏,0.00105 
12704,暔,0.00105 
12705,碙,0.00105 
12706,巎,0.00105 
12707,抐,0.00105 
12708,娞,0.00105 
12709,腇,0.00105 
12710,跜,0.00105 
12711,儞,0.00105 
12712,隬,0.00105 
12713,氼,0.00105 
12714,攆,0.00105 
12715,卄,0.00105 
12716,姩,0.00105 
12717,踂,0.00105 
12718,櫱,0.00105 
12719,鑷,0.00105 
12720,脌,0.00105 
12721,儜,0.00105 
12722,檸,0.00105 
12723,寗,0.00105 
12724,牜,0.00105 
12725,憹,0.00105 
12726,禯,0.00105 
12727,譳,0.00105 
12728,搙,0.00105 
12729,餪,0.00105 
12730,黁,0.00105 
12731,梛,0.00105 
12732,掿,0.00105 
12733,糑,0.00105 
12734,齵,0.00105 
12735,眅,0.00105 
12736,坢,0.00105 
12737,肨,0.00105 
12738,龎,0.00105 
12739,鞄,0.00105 
12740,阫,0.00105 
12741,轡,0.00105 
12742,恲,0.00105 
12743,傰,0.00105 
12744,塜,0.00105 
12745,稝,0.00105 
12746,樥,0.00105 
12747,髼,0.00105 
12748,剻,0.00105 
12749,悂,0.00105 
12750,椑,0.00105 
12751,鵧,0.00105 
12752,銢,0.00105 
12753,諀,0.00105 
12754,囨,0.00105 
12755,楄,0.00105 
12756,嬪,0.00105 
12757,朩,0.00105 
12758,淜,0.00105 
12759,哣,0.00105 
12760,鯆,0.00105 
12761,迉,0.00105 
12762,魌,0.00105 
12763,斉,0.00105 
12764,蚔,0.00105 
12765,棊,0.00105 
